title,image,describe,category,ID
BESTÅ,C:\Users\admin\Downloads\app_30798308\besta-shelf-white__0640689_pe699989_s5.jpg,"With separate shelves, you can customise your storage solution. Only you know how many shelves it takes and how they should be organised to fulfil your storage needs.",shelf,00816
SKÅDIS,C:\Users\admin\Downloads\app_30798308\skadis-shelf-white__0710680_pe727707_s5.jpg,Create a better organisation of your things by adding SKÅDIS accessories to your SKÅDIS pegboard. A great solution to fit your needs and to keep your favourite things close at hand.,shelf,00817
BILLY,C:\Users\admin\Downloads\app_30798308\billy-extra-shelf-white__0748786_pe745202_s5.jpg,"It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",shelf,00818
BERGSHULT / SANDSHULT,C:\Users\admin\Downloads\app_30798308\bergshult-sandshult-wall-shelf-white-white-stained-aspen__0789944_pe764222_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00819
VARIERA,C:\Users\admin\Downloads\app_30798308\variera-shelf-insert-white__81979_pe207258_s5.jpg,"Just when you thought you were running out of space inside your cabinets, this shelf insert comes to the rescue. Simply add one or more inserts for that wonderful extra storage space.",shelf,00820
IVAR,C:\Users\admin\Downloads\app_30798308\ivar-shelf-pine__0559953_pe675917_s5.jpg,"Since IVAR storage system is so good at what it does, it has faithfully served customers’ needs across the home for over 50 years. Attics, living rooms, pantries and bedrooms – they all love IVAR.",shelf,00821
BURHULT / SIBBHULT,C:\Users\admin\Downloads\app_30798308\burhult-sibbhult-wall-shelf-combination-white-white__0817490_pe774044_s5.jpg,With BURHULT you can easily create a wall shelf that suits your needs. Free up space on the floor for things you need close at hand or use it to display your favourite things.,shelf,00822
NEREBY,C:\Users\admin\Downloads\app_30798308\nereby-wall-shelf-birch__0942036_pe795921_s5.jpg,The NEREBY series frees up worktop space and puts things close at hand. The durable blend of undyed/unbleached hemp and cotton creates a tactile texture and keeps its rustic beauty over time.,shelf,00823
EKBY ALEX,C:\Users\admin\Downloads\app_30798308\ekby-alex-shelf-with-drawers-white__0100681_pe244016_s5.jpg,With EKBY ALEX you can maximise storage in even the smallest of spaces. Combine with hooks to solve your hallway storage needs in a flash. And don’t forget to complete with brackets that match your style.,shelf,00824
TRANHULT,C:\Users\admin\Downloads\app_30798308\tranhult-shelf-aspen__0783723_pe761560_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00825
BOAXEL,C:\Users\admin\Downloads\app_30798308\boaxel-shelf-oak-effect__1298753_pe936274_s5.jpg,"Sweaters, hats, bags and boxes – there’s room for everything on BOAXEL shelf. Available in different sizes and styles so you can create a personalised solution with BOAXEL wall-mounted storage system.",shelf,00826
LINDÅSEN,C:\Users\admin\Downloads\app_30798308\lindasen-display-shelf-anthracite__1157647_pe887798_s5.jpg,"Display your nice things. LINDÅSEN display shelf is great for an area like a hallway, bedroom, living room and kitchen. Perfect for memorabilia, a book or small painting – and to have spices close at hand.",shelf,00827
BILLY,C:\Users\admin\Downloads\app_30798308\billy-extra-shelf-white__0748785_pe745201_s5.jpg,"It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",shelf,00828
SVENSHULT,C:\Users\admin\Downloads\app_30798308\svenshult-wall-shelf-grey-green__1242876_pe920450_s5.jpg,Do something fun with your storage. SVENSHULT wall shelf allows you to mount in a variety of ways and create things like creative patterns on the wall. Practical and personal at the same time.,shelf,00829
BERGSHULT / RAMSHULT,C:\Users\admin\Downloads\app_30798308\bergshult-ramshult-wall-shelf-white__0671588_pe716302_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00830
FRYKSÅS,C:\Users\admin\Downloads\app_30798308\fryksas-wall-shelf-rattan__1330977_pe945870_s5.jpg,Lots of little things or a few big ones? You can hang this wall shelf in several different ways to create a decorative and practical storage solution for things you want to display and keep close at hand.,shelf,00831
FJÄLLBO,C:\Users\admin\Downloads\app_30798308\fjaellbo-wall-shelf-black__0670302_pe715438_s5.jpg,This rustic wall shelf is perfect if you want an industrial design feeling at home. Metal and solid wood create the robust look – and it also can be matched with the rest of the FJÄLLBO series.,shelf,00832
VESKEN,C:\Users\admin\Downloads\app_30798308\vesken-corner-shelf-unit-white__0831999_pe777543_s5.jpg,"It fits in the smallest of bathrooms, but there’s plenty of space on the shelves for all your toiletries from shampoo bottles to soap and small items.",shelf,00833
BERGSHULT / PERSHULT,C:\Users\admin\Downloads\app_30798308\bergshult-pershult-wall-shelf-white-white__0676485_pe718680_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00834
BROR,C:\Users\admin\Downloads\app_30798308\bror-shelf-black__0605753_pe682237_s5.jpg,"Heavy-duty, our way – a sturdy storage system that withstands moisture, dirt and heavy loads. Also easy to assemble, complete as needed and fits everywhere thanks to its clean design.",shelf,00835
HJÄLPA,C:\Users\admin\Downloads\app_30798308\hjaelpa-shelf-white__0643721_pe702049_s5.jpg,none,shelf,00836
TRANHULT,C:\Users\admin\Downloads\app_30798308\tranhult-shelf-white-stained-aspen__0783729_pe761564_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00837
HEJNE,C:\Users\admin\Downloads\app_30798308\hejne-shelf-softwood__0625022_pe692065_s5.jpg,"HEJNE storage system is sturdy and strong enough for even the heaviest loads in your garage, basement or attic. By adding posts and shelves you increase the storage possibilities.",shelf,00838
FRÖSJÖN,C:\Users\admin\Downloads\app_30798308\froesjoen-wall-shelf-black__1343047_pe949291_s5.jpg,The shelving units in the FRÖSJÖN series help you optimise bathroom storage while adding a traditional twist. A wall shelf creates space for towels and bottles – without taking up valuable floor space.,shelf,00839
VARIERA,C:\Users\admin\Downloads\app_30798308\variera-shelf-insert-white__81980_pe207259_s5.jpg,"Just when you thought you were running out of space inside your cabinets, this shelf insert comes to the rescue. Simply add one or more inserts for that wonderful extra storage space.",shelf,00840
BERGSHULT / PERSHULT,C:\Users\admin\Downloads\app_30798308\bergshult-pershult-wall-shelf-white-white__0676446_pe718652_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00841
SUNNERSTA,C:\Users\admin\Downloads\app_30798308\sunnersta-shelf__0832812_pe777828_s5.jpg,When every little centimetre counts SUNNERSTA accessories come to the rescue with storage possibilities that keep things close at hand and your worktop free from clutter.,shelf,00842
KLEPPSTAD,C:\Users\admin\Downloads\app_30798308\kleppstad-shelf-white__0753593_pe748774_s5(2).jpg,"How to get the most of your storage space? Add an extra shelf (or 2), so you can organise your clothes, bags and other personal belongings even more.",shelf,00843
BOTKYRKA,C:\Users\admin\Downloads\app_30798308\botkyrka-wall-shelf-white__0734300_pe739416_s5.jpg,"A wall shelf that puts essentials within easy reach. The white open storage has a fresh, modern look - and with your favourite objects on display, you add a personal touch to your kitchen.",shelf,00844
BERGSHULT / GRANHULT,C:\Users\admin\Downloads\app_30798308\bergshult-granhult-wall-shelf-white-nickel-plated__0671552_pe716290_s5.jpg,"Cut BERGSHULT wall shelf to any length, then use GRANHULT bracket to create a wall shelf with specific dimensions. Place it in a window, above a sofa or in a nook that is difficult to furnish.",shelf,00845
APOTEKARE,C:\Users\admin\Downloads\app_30798308\apotekare-wall-shelf-black__1241205_pe919717_s5.jpg,"Transform an empty wall into a lush work of art. APOTEKARE wall shelf, designed by Lisa Hilland, goes perfectly with your potted plants and other nice objects that create a warm, natural feel in the room.",shelf,00846
BURHULT / SANDSHULT,C:\Users\admin\Downloads\app_30798308\burhult-sandshult-wall-shelf-white-aspen__0789876_pe764180_s5.jpg,With BURHULT you can easily create a wall shelf that suits your needs. Free up space on the floor for things you need close at hand or use it to display your favourite things.,shelf,00847
NORBERG,C:\Users\admin\Downloads\app_30798308\norberg-wall-mount-drop-leaf-tbl-w-storage-white__1060307_pe849893_s5.jpg,Big on function in the smallest of spaces. This wall-mounted drop leaf table with storage keeps your most important things organised and handy while you move between activities throughout the day.,shelf,00848
KOMPLEMENT,C:\Users\admin\Downloads\app_30798308\komplement-glass-shelf-white__0643716_pe702044_s5.jpg,"The glass shelf is a smart choice when you want to display your items together with lighting inside your PAX wardrobe, or have a clear view of what’s at the bottom the shelves.",shelf,00849
GRUNDTAL,C:\Users\admin\Downloads\app_30798308\grundtal-wall-shelf-stainless-steel__0481408_pe619588_s5.jpg,"A generous steel shelf where you place jars, hot dishes or bowls to create more workspace on the countertop. Easy to wipe clean and part of the GRUNDTAL series – inspired by restaurant kitchens.",shelf,00850
GULLHULT,C:\Users\admin\Downloads\app_30798308\gullhult-wall-shelf-black-pine-antique-effect__0955140_pe803666_s5.jpg,Just unfold this smart wall shelf and mount it quickly and easily to the wall in a flash. The design means that it fits everywhere – and helps you both display your small things and keep them organised.,shelf,00851
HAUGA,C:\Users\admin\Downloads\app_30798308\hauga-shelf-white__0898793_pe782655_s5.jpg,Do you feel like having one more shelf in HAUGA wardrobe with sliding doors? No problem. Buy an extra one and customise the storage space to your clothes and personal needs. Easy and practical!,shelf,00852
TROFAST,C:\Users\admin\Downloads\app_30798308\trofast-shelf-grey__1391933_pe965931_s5.jpg,These shelves match the grey TROFAST frames perfectly. Feel free to combine them with colourful plastic boxes to make the best use of the storage space.,shelf,00853
ENHET,C:\Users\admin\Downloads\app_30798308\enhet-wall-fr-w-shelves-anthracite__0805457_pe769564_s5.jpg,"ENHET series makes it easy to start fresh in the kitchen, bath or laundry. This frame keeps things out in the open. Make it your own by choosing frame colour and putting your jars and bottles on display.",shelf,00854
BERGSHULT / TOMTHULT,C:\Users\admin\Downloads\app_30798308\bergshult-tomthult-shelf-with-bracket-white__0992808_pe820283_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00855
BESTÅ,C:\Users\admin\Downloads\app_30798308\besta-shelf-unit-with-doors-white-lappviken-white__0352997_pe537135_s5.jpg,"Everything you need for storing and keeping things organised at home. Choose a ready-made combination or create your own, adapted to your style and belongings. This is just one of many, many possibilities.",shelf,00856
BOAXEL,C:\Users\admin\Downloads\app_30798308\boaxel-shelf-white__0798145_pe767145_s5.jpg,"Sweaters, hats, bags and boxes – there’s room for everything on BOAXEL shelf. Available in different sizes and styles so you can create a personalised solution with BOAXEL wall-mounted storage system.",shelf,00857
ENHET,C:\Users\admin\Downloads\app_30798308\enhet-wall-cb-w-2-shelves-white__0784885_pe761924_s5.jpg,"ENHET series makes it easy to start fresh in the kitchen, bath or laundry. This wall cabinet is perfect for bottles and jars - giving you a good overview. Make it your own with your favourite ENHET door.",shelf,00858
BOAXEL,C:\Users\admin\Downloads\app_30798308\boaxel-shelf-metal-anthracite__1259826_pe926787_s5.jpg,"Sweaters, hats, bags and boxes – there’s room for everything on BOAXEL shelf. Available in different sizes and styles so you can create a personalised solution with BOAXEL wall-mounted storage system.",shelf,00859
BOAXEL,C:\Users\admin\Downloads\app_30798308\boaxel-shelf-anthracite__1298751_pe936272_s5.jpg,"Sweaters, hats, bags and boxes – there’s room for everything on BOAXEL shelf. Available in different sizes and styles so you can create a personalised solution with BOAXEL wall-mounted storage system.",shelf,00860
KUNGSFORS,C:\Users\admin\Downloads\app_30798308\kungsfors-shelf-bamboo__0709886_pe727146_s5.jpg,"Inspired by professionals, but adapted for you. Just like in a restaurant kitchen, we’ve focused on durable materials and smart wall storage that provides the space needed for all creative home cooks.",shelf,00861
TRANHULT / SANDSHULT,C:\Users\admin\Downloads\app_30798308\tranhult-sandshult-wall-shelf-aspen__0790000_pe764273_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00862
LUSTIGT,C:\Users\admin\Downloads\app_30798308\lustigt-wall-shelf__0710227_pe727416_s5.jpg,This wall shelf has room for both big and small things since the shelves can be moved sideways. There are even 3 small ladders where things can climb up and down. Part of the LUSTIGT series.,shelf,00863
BESTÅ,C:\Users\admin\Downloads\app_30798308\besta-shelf-unit-with-doors-white-lappviken-white__1011679_pe828531_s5.jpg,"Everything you need for storing and keeping things organised at home. Choose a ready-made combination or create your own, adapted to your style and belongings. This is just one of many, many possibilities.",shelf,00864
BERGSHULT / RAMSHULT,C:\Users\admin\Downloads\app_30798308\bergshult-ramshult-wall-shelf-combination-white__0706333_pe725847_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00865
BESTÅ,C:\Users\admin\Downloads\app_30798308\besta-shelf-unit-with-door-black-brown-lappviken-black-brown__0352939_pe537202_s5.jpg,"Everything you need for storing and keeping things organised at home. Choose a ready-made combination or create your own, adapted to your style and belongings. This is just one of many, many possibilities.",shelf,00866
BROR,C:\Users\admin\Downloads\app_30798308\bror-shelf-for-wall-upright-black__1296382_pe935811_s5.jpg,Practical storage for tight spaces in your garage or storage room. Use these shelves for BROR wall system to create your own solution and store everything from plant pots to cans of paint.,shelf,00867
TROXHULT,C:\Users\admin\Downloads\app_30798308\troxhult-wall-shelf-white__0955209_pe803682_s5.jpg,"A complete wall shelf, ready to be mounted to the wall. A stylish, simple design makes TROXHULT suit various decors and rooms. An easy way to store and display while decorating favourite spots in the home.",shelf,00868
SKOMAKARE,C:\Users\admin\Downloads\app_30798308\skomakare-wall-shelf-white-aspen__1241192_pe919716_s5.jpg,"The well-thought-out SKOMAKARE wall shelf with hooks helps you keep keys, mobile phones and bags organised – but is also suitable for a plant or lamp. Only the imagination has limitations.",shelf,00869
RAKKESTAD,C:\Users\admin\Downloads\app_30798308\rakkestad-shelf-black-brown__0780368_pe760490_s5.jpg,none,shelf,00870
TROFAST,C:\Users\admin\Downloads\app_30798308\trofast-shelf-light-white-stained-pine__0626614_pe692909_s5.jpg,These shelves match TROFAST light white-stained pine frames perfectly. Feel free to combine them with colourful plastic boxes to make the best use of the storage space.,shelf,00871
VARIERA,C:\Users\admin\Downloads\app_30798308\variera-shelf-insert-white__1098205_pe865322_s5.jpg,"Just when you thought you were running out of space inside your cabinets, this shelf insert comes to the rescue. Simply add one or more inserts for that wonderful extra storage space.",shelf,00872
BERGSHULT / KROKSHULT,C:\Users\admin\Downloads\app_30798308\bergshult-krokshult-wall-shelf-white-anthracite__0789728_pe764117_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00873
EKET,C:\Users\admin\Downloads\app_30798308\eket-wall-mounted-shelving-unit-white__1326081_pe944109_s5.jpg,"This clever little cube is always ready to lend a hand, whether it is for storing, displaying or emptying your pockets. Go for an EKET in a colour that pops out or keep it discreet.",shelf,00874
BERGSHULT / TOMTHULT,C:\Users\admin\Downloads\app_30798308\bergshult-tomthult-shelf-with-bracket-white__0992807_pe820282_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00875
BERGSHULT / FÖRLÄGGARE,C:\Users\admin\Downloads\app_30798308\bergshult-foerlaeggare-wall-shelf-white-white__1288508_pe934198_s5.jpg,"This combination of a simple shelf and two brackets gives you storage options with a twist. Use it throughout the home – just one or use several for a larger solution, it's up to you.",shelf,00876
ÖBONÄS,C:\Users\admin\Downloads\app_30798308\oebonaes-wall-shelf-with-suction-cup-grey-green__1150594_pe884629_s5.jpg,"ÖBONÄS wall organisers offer drill-free storage with the magic of concealed suction cups. The simple design with smooth rounded corners and a woodsy grey-green tone, creates a serene and modern expression.",shelf,00877
VARIERA,C:\Users\admin\Downloads\app_30798308\variera-shelf-insert-white__1098199_pe865318_s5.jpg,"Just when you thought you were running out of space inside your cabinets, this shelf insert comes to the rescue. Simply add one or more inserts for that wonderful extra storage space.",shelf,00878
LILLASJÖN,C:\Users\admin\Downloads\app_30798308\lillasjoen-wall-shelf-with-5-hooks__0947950_pe798780_s5.jpg,This shelf-and-hook storage in black metal has a ledge to keep your things in place. The design harmonises well with other bathroom accessories in the LILLASJÖN series.,shelf,00879
BOAXEL,C:\Users\admin\Downloads\app_30798308\boaxel-shoe-shelf-white__0798160_pe767155_s5.jpg,Tired of tripping over shoes in the hallway? Fill BOAXEL wall-mounted storage system with shoe shelves so there is room for all of the family's shoes – everything from rubber boots to stiletto heels.,shelf,00880
BERGSHULT / GRANHULT,C:\Users\admin\Downloads\app_30798308\bergshult-granhult-wall-shelf-white-nickel-plated__0671467_pe716273_s5.jpg,"Cut BERGSHULT wall shelf to any length, then use GRANHULT bracket to create a wall shelf with specific dimensions. Place it in a window, above a sofa or in a nook that is difficult to furnish.",shelf,00881
KONSTRUERA,C:\Users\admin\Downloads\app_30798308\konstruera-shelf-white__0848795_pe779144_s5.jpg,Are your gadgets and things lying in one big mess in SMÅSTAD storage system? Here’s a simple solution that helps you make better use of the space – a shelf. Do you need 1 or 2?,shelf,00882
TRANHULT / SANDSHULT,C:\Users\admin\Downloads\app_30798308\tranhult-sandshult-wall-shelf-aspen__0789996_pe764263_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00883
KOMPLEMENT,C:\Users\admin\Downloads\app_30798308\komplement-shoe-shelf-white__0238457_pe377973_s5.jpg,Two great functions in one – this slanted shelf puts your shoes on display and keeps them within easy reach whenever you need them. Just line them up and enjoy.,shelf,00884
ÄNGSJÖN,C:\Users\admin\Downloads\app_30798308\aengsjoen-wall-cabinet-with-door-brown-oak-effect__1195254_pe902322_s5.jpg,The contemporary feel of ÄNGSJÖN bathroom series is enhanced with integrated handles and a refined minimalist expression. This shallow wall cabinet keeps things close at hand and takes up little space.,shelf,00885
TÄNNFORSEN,C:\Users\admin\Downloads\app_30798308\taennforsen-wall-cabinet-with-door-white__1195328_pe902359_s5.jpg,Classic details like bevelled panels make TÄNNFORSEN bathroom series a statement of your unique style. This shallow wall cabinet keeps things close at hand and takes up little space.,shelf,00886
SPIKSMED,C:\Users\admin\Downloads\app_30798308\spiksmed-media-shelf-light-grey__1299916_pe936845_s5.jpg,"Simple design but rich in functions, as it offers many possibilities to fit into your home interior. This wall-mounted media shelf has open and closed storage with sliding doors that hide your cables",shelf,00887
BERGSHULT / GRANHULT,C:\Users\admin\Downloads\app_30798308\bergshult-granhult-wall-shelf-white-nickel-plated__0671558_pe716293_s5.jpg,"Cut BERGSHULT wall shelf to any length, then use GRANHULT bracket to create a wall shelf with specific dimensions. Place it in a window, above a sofa or in a nook that is difficult to furnish.",shelf,00888
BOAXEL,C:\Users\admin\Downloads\app_30798308\boaxel-wire-shelf-white__0798181_pe767169_s5.jpg,"Sweaters, hats, bags and boxes – there’s room for everything on BOAXEL shelf. Available in different sizes and styles so you can create a personalised solution with BOAXEL wall-mounted storage system.",shelf,00889
SYMFONISK,C:\Users\admin\Downloads\app_30798308\symfonisk-shelf-w-wireless-charger-white__1054664_pe847776_s5.jpg,"Good music, practical storage space and a built-in wireless charger. Mount SYMFONISK bookshelf speaker with this bracket to have everything needed for comfy everyday living in the bedroom or living room.",shelf,00890
BESTÅ,C:\Users\admin\Downloads\app_30798308\besta-shelf-unit-with-door-white-lappviken-white__0352964_pe537163_s5.jpg,"Everything you need for storing and keeping things organised at home. Choose a ready-made combination or create your own, adapted to your style and belongings. This is just one of many, many possibilities.",shelf,00891
IVAR,C:\Users\admin\Downloads\app_30798308\ivar-shelf-white-metal__1178088_pe895648_s5.jpg,"Since IVAR storage system is so good at what it does, it has faithfully served customers’ needs across the home for over 50 years. Attics, living rooms, pantries and bedrooms – they all love IVAR.",shelf,00892
BILLY,C:\Users\admin\Downloads\app_30798308\billy-extra-shelf-glass__0640692_pe699992_s5.jpg,"It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",shelf,00893
UTRUSTA,C:\Users\admin\Downloads\app_30798308\utrusta-shelf-for-corner-wall-cabinet-white__0625198_pe692133_s5.jpg,"Make corners your best friends. With these durable shelves for corner cabinets, you make the most of often unused spaces. Choose how many according to your storage needs and align with the other shelves.",shelf,00894
BOAXEL,C:\Users\admin\Downloads\app_30798308\boaxel-adjustable-shelf-white__1180398_pe896298_s5.jpg,Store and create space for your things by using this adjustable shelf. You can combine with other items in BOAXEL wall-mounted storage system to utilise your wall space in the best way.,shelf,00895
UTRUSTA,C:\Users\admin\Downloads\app_30798308\utrusta-shelf-for-corner-base-cabinet-white__0625208_pe692143_s5.jpg,"Make corners your best friends. With these durable shelves for corner cabinets, you make the most of often unused spaces. Choose how many according to your storage needs and align with the other shelves.",shelf,00896
RÅGRUND,C:\Users\admin\Downloads\app_30798308\ragrund-wash-basin-corner-shelf-bamboo__0721661_pe733334_s5.jpg,"Perfect for a corner space or place 2 of these units together to create storage under your wash-basin. Made from bamboo, our RÅGRUND bathroom series is perfectly suited to humid areas like the bathroom.",shelf,00897
BESTÅ,C:\Users\admin\Downloads\app_30798308\besta-shelf-unit-with-glass-door-white-sindvik-white-clear-glass__0352765_pe537357_s5.jpg,"Everything you need for storing and keeping things organised at home. Choose a ready-made combination or create your own, adapted to your style and belongings. This is just one of many, many possibilities.",shelf,00898
ELVARLI,C:\Users\admin\Downloads\app_30798308\elvarli-shelf-white__0430460_pe584632_s5.jpg,The shelf is easy to install and move by just clicking it into position.,shelf,00899
BERGSHULT / PERSHULT,C:\Users\admin\Downloads\app_30798308\bergshult-pershult-wall-shelf-combination-white-white__0717044_pe731104_s5.jpg,Create your own personal wall shelf using PERSHULT brackets. They are designed to fit well together when you connect two brackets in a larger combination and can also be mounted to create different expressions.,shelf,00900
BERGSHULT / FÖRLÄGGARE,C:\Users\admin\Downloads\app_30798308\bergshult-foerlaeggare-wall-shelf-brown-black-black__1288510_pe934200_s5.jpg,"This combination of a simple shelf and two brackets gives you storage options with a twist. Use it throughout the home – just one or use several for a larger solution, it's up to you.",shelf,00901
MOSSLANDA,C:\Users\admin\Downloads\app_30798308\mosslanda-picture-ledge-oak-effect__1314694_pe940202_s5.jpg,"Of course the things you like you want on display. This display shelf is a perfect way to show paintings, photos and other favourite items. Use several and create a whole wall with art and memories.",shelf,00902
MÅLERÅS,C:\Users\admin\Downloads\app_30798308\maleras-picture-ledge-bamboo__0689497_pe722996_s5.jpg,"Of course the things you like you want on display. This display shelf is a perfect way to show paintings, photos and other favourite items. Use several and create a whole wall with art and memories.",shelf,00903
UTRUSTA,C:\Users\admin\Downloads\app_30798308\utrusta-shelf-glass__0162240_pe317460_s5.jpg,"Add some sparkle to the kitchen with these glass shelves. For the best effect, use them with glass doors and cabinet lighting that spreads light over your finest porcelain – giving it a chance to shine.",shelf,00904
BROGRUND,C:\Users\admin\Downloads\app_30798308\brogrund-glass-shelf__0710429_pe727546_s5.jpg,"Clean, simple and distinctive. The BROGRUND series offers a wide variety of accessories to create order out of chaos with a modern, fresh look. Details like hidden screws add to the clean design.",shelf,00905
SMÅSTAD,C:\Users\admin\Downloads\app_30798308\smastad-wall-cabinet-white-white-with-1-shelf__0922265_pe788105_s5.jpg,Behind the doors of this cabinet you can hide everything from toys to books and half-finished crafts.,shelf,00906
HAVREKROSS,C:\Users\admin\Downloads\app_30798308\havrekross-wall-organiser-w-hooks-light-grey-beige__1256313_pe925019_s5.jpg,"This small wall organiser can take care of everything from a mobile phone and keys to a small umbrella and important notes. Perfect to have in the hallway, the kitchen – or why not one in every room?",shelf,00907
SUNNERSTA,C:\Users\admin\Downloads\app_30798308\sunnersta-shelf-dish-drainer__0832815_pe777829_s5.jpg,When every little centimetre counts SUNNERSTA accessories come to the rescue with storage possibilities that keep things close at hand and your worktop free from clutter.,shelf,00908
BERGSHULT / FÖRLÄGGARE,C:\Users\admin\Downloads\app_30798308\bergshult-foerlaeggare-wall-shelf-white-white__1288511_pe934201_s5.jpg,"This combination of a simple shelf and two brackets gives you storage options with a twist. Use it throughout the home – just one or use several for a larger solution, it's up to you.",shelf,00909
OMAR,C:\Users\admin\Downloads\app_30798308\omar-cover-for-shelf__0624368_pe691788_s5.jpg,Can also be used in bathrooms and other damp areas indoors.,shelf,00910
BESTÅ,C:\Users\admin\Downloads\app_30798308\besta-wall-cabinet-with-2-doors-black-brown-bjoerkoeviken-brown-stained-oak-veneer__1024316_pe833495_s5.jpg,"Everything you need for storing and keeping things organised at home. This is one of many, many possible combinations. Choose a ready-made one already now or create your own with BESTÅ planning tool.",shelf,00911
TRANHULT / KROKSHULT,C:\Users\admin\Downloads\app_30798308\tranhult-krokshult-wall-shelf-aspen__0806897_pe770155_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00912
BOASTAD,C:\Users\admin\Downloads\app_30798308\boastad-wall-shelf-black-oak-veneer__1241279_pe919732_s5.jpg,A stylish wall shelf with thin lines and details like the bi-folded oak veneer doors. Perfect when you want to give the room a modern look – and combine hidden storage with displaying favourite items.,shelf,00913
BERGSHULT / FÖRLÄGGARE,C:\Users\admin\Downloads\app_30798308\bergshult-foerlaeggare-wall-shelf-brown-black-black__1288506_pe934196_s5.jpg,"This combination of a simple shelf and two brackets gives you storage options with a twist. Use it throughout the home – just one or use several for a larger solution, it's up to you.",shelf,00914
ELVARLI,C:\Users\admin\Downloads\app_30798308\elvarli-shelf-white__0430463_pe584640_s5.jpg,The shelf is easy to install and move by just clicking it into position.,shelf,00915
BROGRUND,C:\Users\admin\Downloads\app_30798308\brogrund-corner-wall-shelf-unit-stainless-steel__0749048_pe745411_s5.jpg,"Clean, simple and distinctive. The BROGRUND series offers a wide variety of accessories to create order out of chaos with a modern, fresh look. Details like hidden screws add to the clean design.",shelf,00916
TRANHULT / SANDSHULT,C:\Users\admin\Downloads\app_30798308\tranhult-sandshult-wall-shelf-combination-white-stained-aspen__0807021_pe770207_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00917
BOAXEL,C:\Users\admin\Downloads\app_30798308\boaxel-wall-upright-white__0798172_pe767163_s5.jpg,These wall uprights form the base of BOAXEL wall-mounted storage system. Decide how many wall uprights you need – and add interiors to create your personalised storage for clothes and shoes.,shelf,00918
TROFAST,C:\Users\admin\Downloads\app_30798308\trofast-wall-storage-white__0642804_pe701445_s5.jpg,"You can easily transform this wide, light white-stained pine frame into a practical storage solution by completing with colourful plastic boxes and cool mesh boxes.",shelf,00919
METOD,C:\Users\admin\Downloads\app_30798308\metod-wall-cabinet-frame-white__0156838_pe314888_s5.jpg,METOD kitchen system gives you the freedom to design your dream kitchen inside and out. This wall cabinet makes the best use of your wall space and puts things right where you can see them – at eye-height.,shelf,00920
BERGSHULT / KROKSHULT,C:\Users\admin\Downloads\app_30798308\bergshult-krokshult-wall-shelf-brown-black-anthracite__0789718_pe764135_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00921
